name,region,size,task_clock,CPUs_utilized,context_switches,cpu_migrations,page_faults,cycles,stalled_cycles_frontend,instructions,branches,branch_misses,time_elapsed,IO,num_threads
mandelbrot_pth,elephant,128,23.58,6.027,11,4,111,142.582,720.600,483.653,014.697,131.373,0.003913,False,8
mandelbrot_pth,elephant,256,76.79,8.865,17,2,111,228.764,733.708,154.605,249.982,188.323,0.008662,False,8
mandelbrot_pth,elephant,512,267.74,11.565,45,1,111,125.460,022.152,916.716,145.200,401.878,0.023152,False,8
mandelbrot_pth,elephant,1024,078.09,11.869,308,2,110,619.785,230.485,325.440,893.769,326.641,0.09083,False,8
mandelbrot_pth,elephant,2048,401.28,12.394,887,4,111,923.304,904.764,976.005,683.812,753.361,0.35512,False,8
mandelbrot_pth,elephant,4096,579.35,12.820,350,9,111,066.357,321.170,384.757,114.737,039.346,1.3712,False,8
mandelbrot_pth,elephant,8192,388.54,12.582,455,47,111,378.434,853.056,147.218,168.024,387.664,5.9125,False,8
mandelbrot_pth,triple_spiral,16,2.60,1.238,11,0,111,203.169,463.556,501.345,973.930,96.273,0.0020992,False,8
mandelbrot_pth,triple_spiral,32,3.78,1.657,12,1,111,729.258,067.095,403.017,274.198,102.473,0.0022785,False,8
mandelbrot_pth,triple_spiral,64,9.81,2.971,13,1,111,512.621,996.826,844.214,434.967,110.751,0.003301,False,8
mandelbrot_pth,triple_spiral,128,29.82,6.975,12,3,111,727.933,724.043,363.336,054.014,134.888,0.0042752,False,8
mandelbrot_pth,triple_spiral,256,82.07,10.843,15,1,110,616.772,348.495,426.361,350.898,192.864,0.007569,False,8
mandelbrot_pth,triple_spiral,512,322.48,12.624,44,0,110,344.314,563.082,350.917,705.676,451.308,0.025544,False,8
mandelbrot_pth,triple_spiral,1024,312.53,11.963,558,5,110,597.239,416.710,247.438,663.185,636.693,0.10972,False,8
mandelbrot_pth,triple_spiral,2048,395.21,12.541,823,8,111,308.999,404.713,077.167,692.630,988.139,0.43020,False,8
mandelbrot_pth,triple_spiral,4096,641.82,13.042,663,25,111,038.325,857.740,534.006,153.063,211.502,1.6593,False,8
mandelbrot_pth,triple_spiral,8192,923.87,13.524,785,61,111,842.914,454.917,686.257,079.536,010.478,6.7234,False,8
mandelbrot_omp,full,16,80.86,9.874,30,3,104,983.815,583.202,014.627,436.748,124.554,0.008189,False,8
mandelbrot_omp,full,32,73.98,10.509,19,2,104,633.525,807.100,908.614,769.355,115.820,0.007040,False,8
mandelbrot_omp,full,64,43.20,9.510,9,1,104,170.208,106.642,019.658,098.019,103.302,0.004542,False,8
mandelbrot_omp,full,128,32.38,8.799,7,0,104,660.258,739.280,801.881,360.180,100.479,0.003680,False,8
mandelbrot_omp,full,256,69.05,11.367,11,1,104,054.120,364.839,476.526,457.926,123.984,0.006074,False,8
mandelbrot_omp,full,512,132.72,10.552,35,6,104,961.979,985.982,974.798,649.228,187.805,0.012578,False,8
mandelbrot_omp,full,1024,246.87,6.552,48,7,104,431.746,945.809,236.834,031.804,348.365,0.037681,False,8
mandelbrot_omp,full,2048,707.18,5.099,61,6,104,087.953,135.147,863.502,781.598,892.229,0.138699,False,8
mandelbrot_omp,full,4096,499.10,4.635,130,12,104,852.131,973.414,402.497,729.727,061.507,0.53920,False,8
mandelbrot_omp,full,8192,619.43,4.516,321,16,104,616.121,092.359,286.549,118.400,778.006,2.13030,False,8
mandelbrot_omp,seahorse,16,50.57,9.470,12,2,104,421.662,479.788,877.954,863.811,106.449,0.005340,False,8
mandelbrot_omp,seahorse,32,49.97,10.211,12,1,104,483.158,949.910,695.843,114.814,104.661,0.004894,False,8
mandelbrot_omp,seahorse,64,81.32,10.886,24,2,104,430.345,987.083,619.320,992.796,123.048,0.007470,False,8
mandelbrot_omp,seahorse,128,41.74,9.961,6,0,104,151.133,949.511,033.133,369.989,114.795,0.004191,False,8
mandelbrot_omp,seahorse,256,105.55,12.782,13,0,104,882.459,065.649,986.067,628.784,179.979,0.008258,False,8
mandelbrot_omp,seahorse,512,381.39,13.087,105,4,104,970.361,798.233,539.345,215.869,459.730,0.02914,False,8
mandelbrot_omp,seahorse,1024,348.24,12.213,583,10,104,031.745,935.962,178.031,810.227,560.258,0.11039,False,8
mandelbrot_omp,seahorse,2048,082.41,12.223,751,13,104,825.257,740.068,284.471,773.143,519.772,0.41579,False,8
mandelbrot_omp,seahorse,4096,825.85,12.863,991,15,104,704.861,100.704,538.978,674.195,254.077,1.5413,False,8
mandelbrot_omp,seahorse,8192,181.49,13.066,391,49,105,533.450,614.768,003.575,962.100,665.184,6.0603,False,8
mandelbrot_omp,elephant,16,26.06,7.645,5,1,104,130.099,778.627,007.129,796.012,93.590,0.003409,False,8
mandelbrot_omp,elephant,32,59.23,10.290,13,2,104,111.774,398.705,445.764,208.825,109.167,0.005756,False,8
mandelbrot_omp,elephant,64,62.09,10.119,17,2,104,070.374,554.886,277.449,497.213,114.788,0.006136,False,8
mandelbrot_omp,elephant,128,34.79,9.253,4,0,104,367.654,849.461,858.762,227.996,111.380,0.003760,False,8
mandelbrot_omp,elephant,256,129.58,12.269,30,2,104,369.203,922.899,966.892,541.048,191.539,0.010561,False,8
mandelbrot_omp,elephant,512,375.86,12.442,141,7,104,328.579,599.225,329.249,967.946,461.345,0.030208,False,8
mandelbrot_omp,elephant,1024,255.09,12.097,357,8,104,591.875,481.629,353.261,689.625,377.697,0.10375,False,8
mandelbrot_omp,elephant,2048,785.48,12.136,720,12,104,964.118,932.243,759.384,465.313,167.096,0.39431,False,8
mandelbrot_omp,elephant,4096,678.41,12.688,674,16,104,411.556,167.359,795.564,605.225,823.517,1.4722,False,8
mandelbrot_omp,elephant,8192,506.06,12.592,348,41,104,464.700,139.072,058.093,318.713,926.521,5.9168,False,8
mandelbrot_omp,triple_spiral,16,25.49,7.892,4,0,104,813.459,685.638,956.115,749.703,92.441,0.003230,False,8
mandelbrot_omp,triple_spiral,32,87.90,10.456,32,4,104,852.084,451.956,312.444,708.373,126.246,0.008407,False,8
mandelbrot_omp,triple_spiral,64,78.79,10.899,21,2,104,717.227,708.757,818.562,924.809,121.161,0.007229,False,8
mandelbrot_omp,triple_spiral,128,37.67,9.226,5,0,104,376.704,924.424,508.790,577.961,114.358,0.004084,False,8
mandelbrot_omp,triple_spiral,256,187.33,11.766,67,8,104,128.042,584.407,052.399,996.003,234.665,0.015922,False,8
mandelbrot_omp,triple_spiral,512,438.83,12.871,158,7,104,192.367,570.229,546.485,453.346,520.622,0.03409,False,8
mandelbrot_omp,triple_spiral,1024,496.20,13.881,378,4,104,058.426,367.676,683.599,335.771,593.762,0.10779,False,8
mandelbrot_omp,triple_spiral,2048,720.32,13.832,023,5,104,002.917,025.481,416.018,358.400,740.378,0.41354,False,8
mandelbrot_omp,triple_spiral,4096,642.09,13.856,742,12,104,992.792,948.068,564.698,533.782,196.794,1.6341,False,8
mandelbrot_omp,triple_spiral,8192,193.15,13.397,785,91,104,350.062,768.138,208.444,503.152,438.335,6.8069,False,8
mandelbrot_pth,full,16,5.72,1.167,14,0,144,057.526,388.047,897.705,403.774,145.557,0.004902,False,8
mandelbrot_pth,full,32,4.93,1.131,10,0,144,050.522,639.376,321.149,423.248,144.156,0.004359,False,8
mandelbrot_pth,full,64,3.76,1.361,10,0,144,430.439,470.170,300.799,582.535,144.367,0.0027640,False,8
mandelbrot_pth,full,128,6.34,1.996,13,0,144,500.385,008.740,034.910,182.478,155.120,0.003175,False,8
mandelbrot_pth,full,256,15.42,4.034,22,1,144,041.911,736.883,205.836,636.201,181.891,0.0038224,False,8
mandelbrot_pth,full,512,45.11,5.752,21,7,144,281.259,196.539,519.172,163.291,224.028,0.007842,False,8
mandelbrot_pth,full,1024,160.16,7.150,29,8,145,496.774,365.873,216.575,183.000,371.178,0.022401,False,8
mandelbrot_pth,full,2048,629.83,7.885,68,15,144,339.661,609.487,113.070,416.575,972.530,0.07988,False,8
mandelbrot_pth,full,4096,486.64,8.056,217,23,143,247.702,261.697,508.393,716.925,108.064,0.30866,False,8
mandelbrot_pth,full,8192,319.90,8.333,083,30,143,921.539,011.696,250.445,005.120,652.321,1.23837,False,8
mandelbrot_pth,seahorse,16,5.23,1.209,9,0,144,954.739,439.194,731.751,449.201,143.172,0.004329,False,8
mandelbrot_pth,seahorse,32,5.61,1.476,14,0,145,018.828,045.566,199.692,725.550,149.481,0.003801,False,8
mandelbrot_pth,seahorse,64,7.76,2.521,19,1,146,532.762,095.919,899.692,781.141,159.113,0.0030766,False,8
mandelbrot_pth,seahorse,128,25.12,6.086,29,6,145,492.323,447.672,203.517,917.677,200.971,0.004127,False,8
mandelbrot_pth,seahorse,256,79.46,10.006,25,16,145,177.671,494.669,481.774,996.466,257.727,0.007942,False,8
mandelbrot_pth,seahorse,512,287.21,12.712,110,18,144,747.600,026.675,862.286,476.016,503.709,0.022594,False,8
mandelbrot_pth,seahorse,1024,150.64,12.676,556,22,143,348.710,327.518,876.792,655.031,556.472,0.09077,False,8
mandelbrot_pth,seahorse,2048,686.31,13.616,260,28,143,729.729,204.673,910.140,095.066,242.111,0.34417,False,8
mandelbrot_pth,seahorse,4096,591.53,13.888,298,85,144,203.638,232.815,910.844,607.967,736.819,1.4107,False,8
mandelbrot_pth,seahorse,8192,526.08,13.993,724,373,144,728.312,157.808,918.558,262.388,582.998,5.7546,False,8
mandelbrot_pth,elephant,16,5.54,1.191,15,0,144,246.259,706.807,873.771,483.609,147.320,0.004653,False,8
mandelbrot_pth,elephant,32,4.74,1.522,15,0,144,091.600,754.103,086.816,725.464,148.330,0.003115,False,8
mandelbrot_pth,elephant,64,9.34,2.687,20,0,145,924.593,199.592,005.638,719.508,161.528,0.003474,False,8
mandelbrot_pth,elephant,128,22.63,5.823,33,6,145,115.507,401.954,484.831,646.522,199.538,0.0038868,False,8
mandelbrot_pth,elephant,256,71.96,9.387,22,12,145,081.847,061.438,936.670,827.133,246.915,0.007667,False,8
mandelbrot_pth,elephant,512,273.16,12.069,89,17,144,420.102,319.506,897.896,764.106,475.467,0.022634,False,8
mandelbrot_pth,elephant,1024,088.15,12.683,469,22,144,732.722,635.340,488.726,773.484,433.406,0.08580,False,8
mandelbrot_pth,elephant,2048,477.29,13.503,541,30,143,107.712,054.963,216.397,247.647,022.048,0.33159,False,8
mandelbrot_pth,elephant,4096,836.39,14.127,755,67,143,250.242,447.542,940.824,780.676,948.548,1.33336,False,8
mandelbrot_pth,elephant,8192,625.31,13.995,635,332,144,620.391,236.031,193.679,366.533,159.356,5.4036,False,8
mandelbrot_pth,triple_spiral,16,4.88,1.327,14,0,144,399.149,664.599,006.503,488.597,146.321,0.003675,False,8
mandelbrot_pth,triple_spiral,32,4.66,1.609,14,0,144,741.512,719.553,873.313,778.924,146.909,0.0028989,False,8
mandelbrot_pth,triple_spiral,64,8.89,2.514,21,1,144,004.883,290.786,434.476,971.997,161.840,0.003537,False,8
mandelbrot_pth,triple_spiral,128,26.58,5.200,28,12,145,977.353,225.056,263.311,661.249,204.005,0.005111,False,8
mandelbrot_pth,triple_spiral,256,86.59,10.094,23,14,144,078.392,162.927,318.490,947.010,258.151,0.008578,False,8
mandelbrot_pth,triple_spiral,512,325.01,12.494,81,18,143,867.022,629.463,346.001,324.138,520.702,0.026014,False,8
mandelbrot_pth,triple_spiral,1024,310.68,13.172,463,22,144,877.435,033.159,064.426,036.340,645.546,0.099505,False,8
mandelbrot_pth,triple_spiral,2048,459.43,13.597,181,34,144,991.613,211.343,513.246,439.651,150.601,0.40152,False,8
mandelbrot_pth,triple_spiral,4096,961.70,13.929,590,109,144,735.044,693.549,628.421,436.659,246.330,1.6484,False,8
mandelbrot_pth,triple_spiral,8192,227.19,14.441,103,403,143,669.278,232.388,468.733,710.937,432.671,6.3174,False,8
mandelbrot_omp,full,16,5.81,1.596,92,43,138,606.747,752.507,910.445,613.163,176.414,0.0036384,False,8
mandelbrot_omp,full,32,5.93,1.621,93,45,138,976.504,819.293,460.052,683.061,178.433,0.0036564,False,8
mandelbrot_omp,full,64,5.99,1.853,91,42,138,151.686,342.941,227.746,876.572,175.242,0.0032306,False,8
mandelbrot_omp,full,128,7.42,2.203,85,44,138,987.623,123.172,536.628,713.088,174.592,0.0033662,False,8
mandelbrot_omp,full,256,15.29,3.444,87,45,138,222.727,440.068,455.726,201.227,188.651,0.004440,False,8
mandelbrot_omp,full,512,46.51,5.209,91,46,138,682.116,452.896,792.280,103.376,237.177,0.008929,False,8
mandelbrot_omp,full,1024,170.63,7.124,109,47,138,319.464,159.522,250.510,536.098,408.841,0.023950,False,8
mandelbrot_omp,full,2048,651.02,7.991,135,45,138,114.425,180.569,407.283,986.176,987.832,0.081471,False,8
mandelbrot_omp,full,4096,563.27,8.234,233,55,138,426.190,757.137,599.710,164.756,244.689,0.31132,False,8
mandelbrot_omp,full,8192,256.71,8.318,809,66,138,429.126,613.440,644.185,747.860,044.000,1.23307,False,8
mandelbrot_omp,seahorse,16,6.25,1.594,92,46,138,536.203,032.909,887.124,734.621,178.130,0.003917,False,8
mandelbrot_omp,seahorse,32,6.95,1.895,93,43,138,567.290,693.852,142.033,112.639,176.815,0.003668,False,8
mandelbrot_omp,seahorse,64,10.47,2.727,90,43,138,494.334,648.300,033.598,593.919,180.457,0.0038389,False,8
mandelbrot_omp,seahorse,128,23.97,4.809,96,45,138,555.085,063.175,112.717,639.907,202.636,0.0049839,False,8
mandelbrot_omp,seahorse,256,78.31,8.147,99,46,138,655.930,261.949,662.364,661.451,267.370,0.009613,False,8
mandelbrot_omp,seahorse,512,317.25,10.611,186,55,139,317.979,347.377,351.888,889.298,546.526,0.029899,False,8
mandelbrot_omp,seahorse,1024,251.85,12.833,421,56,138,656.992,050.961,205.919,305.236,539.261,0.09755,False,8
mandelbrot_omp,seahorse,2048,988.80,13.107,471,65,138,810.632,296.194,200.201,239.652,481.112,0.38063,False,8
mandelbrot_omp,seahorse,4096,000.48,13.664,653,128,138,022.021,936.480,436.482,855.167,284.906,1.46368,False,8
mandelbrot_omp,seahorse,8192,090.83,14.208,075,418,138,687.183,797.005,811.680,506.168,800.991,5.6369,False,8
mandelbrot_omp,elephant,16,5.85,1.679,93,42,138,681.252,696.123,751.344,704.240,174.413,0.003485,False,8
mandelbrot_omp,elephant,32,6.50,1.849,91,43,138,094.320,405.363,796.054,054.456,173.479,0.0035155,False,8
mandelbrot_omp,elephant,64,11.31,2.896,90,46,138,042.625,466.393,422.438,549.913,182.167,0.0039069,False,8
mandelbrot_omp,elephant,128,22.99,3.857,93,45,139,267.785,497.017,445.193,212.408,201.877,0.005960,False,8
mandelbrot_omp,elephant,256,75.88,7.287,102,50,138,377.299,521.085,835.035,950.731,263.420,0.010412,False,8
mandelbrot_omp,elephant,512,296.86,9.966,189,57,138,551.464,276.370,907.722,903.417,521.142,0.029788,False,8
mandelbrot_omp,elephant,1024,179.59,12.540,484,53,138,901.849,099.561,829.337,283.601,461.875,0.094066,False,8
mandelbrot_omp,elephant,2048,681.90,13.218,881,60,138,427.601,065.218,143.384,702.733,892.902,0.35421,False,8
mandelbrot_omp,elephant,4096,773.13,13.371,947,116,138,567.931,722.102,818.561,889.926,237.103,1.4040,False,8
mandelbrot_omp,elephant,8192,256.03,13.932,013,343,138,079.895,875.080,844.168,677.416,786.006,5.4017,False,8
mandelbrot_omp,triple_spiral,16,5.89,1.680,92,42,138,924.461,589.775,953.441,732.461,174.592,0.0035075,False,8
mandelbrot_omp,triple_spiral,32,7.18,2.007,91,41,139,270.098,453.171,727.065,175.141,176.299,0.0035782,False,8
mandelbrot_omp,triple_spiral,64,11.23,3.069,85,44,138,532.805,172.618,473.707,875.005,176.572,0.0036585,False,8
mandelbrot_omp,triple_spiral,128,27.23,5.124,95,45,138,356.801,105.558,745.921,749.830,202.592,0.005314,False,8
mandelbrot_omp,triple_spiral,256,90.15,7.750,101,49,138,350.211,602.325,080.636,100.615,274.354,0.011632,False,8
mandelbrot_omp,triple_spiral,512,363.76,10.857,210,58,138,866.345,114.475,145.760,684.743,581.423,0.033506,False,8
mandelbrot_omp,triple_spiral,1024,427.06,12.863,506,57,138,318.866,828.841,818.208,516.697,693.589,0.11094,False,8
mandelbrot_omp,triple_spiral,2048,650.34,13.380,357,67,138,156.924,170.930,749.267,518.954,916.381,0.42231,False,8
mandelbrot_omp,triple_spiral,4096,792.02,13.864,588,142,138,693.725,778.650,796.069,326.422,317.229,1.64400,False,8
mandelbrot_omp,triple_spiral,8192,396.18,14.275,292,455,139,856.853,126.824,470.945,220.883,321.550,6.4025,False,8
mandelbrot_pth,full,16,1.42,0.643,1,0,80,430.430,236.428,944.779,382.564,45.331,0.002210,False,8
mandelbrot_pth,full,32,1.35,0.619,1,0,79,729.328,172.998,427.710,417.423,44.906,0.0021771,False,8
mandelbrot_pth,full,64,1.89,0.772,1,0,80,648.364,210.078,393.520,570.385,46.299,0.002451,False,8
mandelbrot_pth,full,128,7.53,0.931,1,0,79,636.544,255.573,137.227,172.950,50.441,0.008087,False,8
mandelbrot_pth,full,256,12.44,0.941,1,0,80,408.385,675.579,989.992,553.651,62.049,0.013219,False,8
mandelbrot_pth,full,512,48.35,0.983,1,0,80,275.432,157.006,219.417,063.987,101.051,0.04921,False,8
mandelbrot_pth,full,1024,148.69,0.992,3,0,80,762.729,939.944,720.987,045.698,238.346,0.14988,False,8
mandelbrot_pth,full,2048,565.15,0.998,3,0,80,708.191,061.181,268.307,770.170,737.539,0.56630,False,8
mandelbrot_pth,full,4096,231.33,0.999,18,0,80,048.379,522.719,398.372,712.209,659.737,2.23378,False,8
mandelbrot_pth,full,8192,886.23,1.000,27,3,79,216.758,718.563,726.836,392.474,053.287,8.88860,False,8
mandelbrot_pth,seahorse,16,1.75,0.683,1,0,80,986.174,106.464,888.618,452.634,45.069,0.0025656,False,8
mandelbrot_pth,seahorse,32,3.10,0.838,1,0,79,695.235,296.611,257.911,704.147,46.393,0.003703,False,8
mandelbrot_pth,seahorse,64,10.23,0.938,1,0,80,860.184,384.698,773.141,720.457,52.220,0.010909,False,8
mandelbrot_pth,seahorse,128,25.33,0.964,1,0,80,313.614,633.683,565.405,742.216,69.005,0.02629,False,8
mandelbrot_pth,seahorse,256,75.00,0.988,1,0,79,219.037,551.691,762.318,813.410,130.293,0.07592,False,8
mandelbrot_pth,seahorse,512,272.02,0.996,3,0,80,493.116,620.247,084.762,057.376,373.024,0.27317,False,8
mandelbrot_pth,seahorse,1024,054.52,0.999,3,0,79,314.610,526.953,669.620,818.145,321.975,1.05549,False,8
mandelbrot_pth,seahorse,2048,189.23,1.000,10,1,80,078.133,484.886,526.319,760.735,091.883,4.19056,False,8
mandelbrot_pth,seahorse,4096,727.19,1.000,55,12,79,028.075,253.014,401.710,698.918,829.001,16.73091,False,8
mandelbrot_pth,seahorse,8192,862.66,1.000,230,35,80,140.817,504.730,467.210,274.103,504.622,66.87258,False,8
mandelbrot_pth,elephant,16,2.06,0.713,1,0,79,984.739,126.104,855.346,448.870,45.253,0.002893,False,8
mandelbrot_pth,elephant,32,2.09,0.801,1,0,80,611.995,324.131,059.142,687.286,45.662,0.002606,False,8
mandelbrot_pth,elephant,64,7.64,0.929,1,0,79,878.390,376.809,843.867,647.910,50.754,0.008218,False,8
mandelbrot_pth,elephant,128,25.44,0.965,1,0,79,716.956,734.169,829.853,465.402,66.987,0.02636,False,8
mandelbrot_pth,elephant,256,72.16,0.984,2,0,80,902.591,670.437,428.684,686.279,123.718,0.07330,False,8
mandelbrot_pth,elephant,512,256.51,0.996,1,0,80,501.058,142.508,285.511,377.237,328.892,0.25744,False,8
mandelbrot_pth,elephant,1024,995.10,0.999,3,0,80,554.177,503.346,166.842,126.922,144.128,0.99616,False,8
mandelbrot_pth,elephant,2048,952.86,0.999,35,4,79,173.303,703.194,081.753,212.728,426.693,3.95747,False,8
mandelbrot_pth,elephant,4096,758.28,1.000,50,9,80,148.878,187.273,723.862,149.602,125.180,15.76136,False,8
mandelbrot_pth,elephant,8192,054.39,1.000,340,42,80,170.085,089.088,783.818,198.753,445.590,63.0823,False,8
mandelbrot_pth,triple_spiral,16,2.10,0.700,1,0,80,429.610,222.145,058.315,465.468,45.348,0.002993,False,8
mandelbrot_pth,triple_spiral,32,2.61,0.761,1,0,79,933.104,556.641,888.701,751.032,46.744,0.003431,False,8
mandelbrot_pth,triple_spiral,64,12.57,0.932,1,0,79,983.222,250.501,332.419,912.642,52.894,0.01349,False,8
mandelbrot_pth,triple_spiral,128,24.79,0.965,1,0,79,381.609,811.070,634.965,490.714,69.839,0.02569,False,8
mandelbrot_pth,triple_spiral,256,84.10,0.985,3,0,80,968.742,032.895,838.323,816.743,139.656,0.08538,False,8
mandelbrot_pth,triple_spiral,512,306.94,0.996,4,0,80,208.250,840.095,552.700,902.312,385.661,0.30824,False,8
mandelbrot_pth,triple_spiral,1024,199.45,0.999,4,0,80,154.458,748.523,655.246,146.250,365.371,1.20061,False,8
mandelbrot_pth,triple_spiral,2048,774.95,0.999,34,3,79,414.533,066.973,016.225,372.818,301.799,4.77921,False,8
mandelbrot_pth,triple_spiral,4096,047.02,1.000,62,13,79,750.013,949.332,225.099,476.103,774.233,19.05132,False,8
mandelbrot_pth,triple_spiral,8192,293.63,1.000,362,60,79,632.373,622.009,191.381,895.661,340.352,76.3210,False,8
mandelbrot_omp,full,16,1.27,0.649,0,0,71,282.697,776.326,657.292,331.965,36.723,0.0019566,False,8
mandelbrot_omp,full,32,1.01,0.609,0,0,71,233.926,990.691,131.104,386.218,37.116,0.001660,False,8
mandelbrot_omp,full,64,1.39,0.647,0,0,71,537.414,165.803,042.897,610.565,38.759,0.0021411,False,8
mandelbrot_omp,full,128,6.51,0.885,0,0,71,985.952,019.080,505.130,479.180,42.520,0.007358,False,8
mandelbrot_omp,full,256,12.84,0.955,0,0,71,493.622,309.664,322.493,945.696,52.497,0.01345,False,8
mandelbrot_omp,full,512,42.76,0.982,0,0,71,717.980,723.356,390.611,788.932,90.286,0.04356,False,8
mandelbrot_omp,full,1024,142.55,0.996,0,0,71,768.096,424.274,275.454,096.546,222.769,0.14318,False,8
mandelbrot_omp,full,2048,565.56,0.998,2,0,71,841.976,672.604,488.684,336.826,745.587,0.56643,False,8
mandelbrot_omp,full,4096,242.89,1.000,6,1,71,568.500,273.098,268.297,315.599,771.841,2.24389,False,8
mandelbrot_omp,full,8192,847.51,0.999,48,7,71,562.110,601.943,312.002,082.461,327.267,8.85196,False,8
mandelbrot_omp,seahorse,16,1.52,0.663,0,0,71,337.073,834.349,560.660,435.810,36.966,0.002290,False,8
mandelbrot_omp,seahorse,32,1.97,0.804,0,0,71,042.882,018.069,813.669,812.465,37.983,0.002452,False,8
mandelbrot_omp,seahorse,64,7.38,0.892,0,0,71,386.474,210.333,820.063,319.884,43.742,0.008271,False,8
mandelbrot_omp,seahorse,128,19.03,0.964,0,0,71,622.540,422.420,633.407,313.055,59.194,0.019744,False,8
mandelbrot_omp,seahorse,256,71.54,0.987,1,0,71,967.334,528.817,116.091,319.873,125.384,0.07247,False,8
mandelbrot_omp,seahorse,512,267.01,0.997,0,0,71,615.695,289.286,923.072,140.704,364.469,0.26769,False,8
mandelbrot_omp,seahorse,1024,051.86,0.999,4,1,71,708.696,266.466,319.697,574.099,344.354,1.05294,False,8
mandelbrot_omp,seahorse,2048,218.81,0.999,20,4,71,487.394,841.109,011.481,693.206,305.816,4.22151,False,8
mandelbrot_omp,seahorse,4096,706.21,1.000,62,13,71,385.778,085.461,203.654,835.616,566.752,16.7107,False,8
mandelbrot_omp,seahorse,8192,596.13,1.000,344,56,71,461.323,176.432,030.989,227.417,573.726,66.6256,False,8
mandelbrot_omp,elephant,16,2.18,0.698,0,0,71,176.516,793.467,547.097,434.943,37.061,0.0031252,False,8
mandelbrot_omp,elephant,32,2.28,0.750,0,0,71,178.260,164.449,636.021,791.904,38.490,0.003047,False,8
mandelbrot_omp,elephant,64,7.15,0.916,0,0,71,245.195,109.046,949.964,218.760,42.871,0.007802,False,8
mandelbrot_omp,elephant,128,18.00,0.972,0,0,71,344.612,213.086,018.500,894.115,56.126,0.018515,False,8
mandelbrot_omp,elephant,256,66.36,0.987,1,0,70,668.159,235.042,212.724,591.165,113.471,0.06726,False,8
mandelbrot_omp,elephant,512,252.66,0.996,1,0,71,255.141,879.683,525.400,162.123,323.951,0.25357,False,8
mandelbrot_omp,elephant,1024,991.52,0.998,10,1,71,740.893,285.490,283.222,628.253,190.642,0.99347,False,8
mandelbrot_omp,elephant,2048,961.29,1.000,13,2,71,243.675,880.276,861.421,230.420,655.415,3.96298,False,8
mandelbrot_omp,elephant,4096,690.58,1.000,57,9,71,518.585,202.040,703.983,328.846,917.462,15.69501,False,8
mandelbrot_omp,elephant,8192,686.60,1.000,272,42,71,351.457,284.885,425.110,973.134,078.165,62.7072,False,8
mandelbrot_omp,triple_spiral,16,2.37,0.705,0,0,71,526.376,868.196,735.053,457.017,37.700,0.003362,False,8
mandelbrot_omp,triple_spiral,32,2.51,0.760,0,0,71,299.990,267.305,427.198,883.953,38.846,0.003302,False,8
mandelbrot_omp,triple_spiral,64,9.63,0.930,0,0,71,722.109,194.482,274.571,603.530,43.852,0.01036,False,8
mandelbrot_omp,triple_spiral,128,24.91,0.972,0,0,71,997.844,353.084,368.646,440.746,60.650,0.02562,False,8
mandelbrot_omp,triple_spiral,256,79.30,0.991,0,0,71,344.630,323.405,418.181,731.833,123.765,0.08003,False,8
mandelbrot_omp,triple_spiral,512,304.79,0.995,4,0,71,895.439,620.155,898.163,974.391,386.720,0.30620,False,8
mandelbrot_omp,triple_spiral,1024,192.32,0.999,5,0,71,019.441,206.310,576.251,494.338,385.953,1.19363,False,8
mandelbrot_omp,triple_spiral,2048,786.15,1.000,15,3,71,793.322,666.144,688.422,753.403,499.982,4.78778,False,8
mandelbrot_omp,triple_spiral,4096,961.96,0.999,108,17,71,798.004,672.713,415.162,002.282,345.511,18.97177,False,8
mandelbrot_omp,triple_spiral,8192,761.12,1.000,411,56,71,773.871,947.884,300.472,084.186,838.819,75.7956,False,8
mandelbrot_seq,full,16,0.75,0.481,0,0,59,827.213,623.394,287.649,248.039,27.791,0.0015638,False,8
mandelbrot_seq,full,32,1.03,0.617,0,0,59,289.592,620.325,791.156,287.037,28.000,0.001664,False,8
mandelbrot_seq,full,64,2.00,0.730,0,0,59,074.896,631.527,759.933,440.538,29.351,0.002732,False,8
mandelbrot_seq,full,128,2.74,0.867,0,0,59,205.648,717.174,454.952,033.590,31.948,0.003157,False,8
mandelbrot_seq,full,256,12.70,0.957,0,0,59,356.180,965.976,334.317,418.778,43.124,0.01327,False,8
mandelbrot_seq,full,512,41.09,0.984,0,0,59,978.979,524.741,527.755,922.706,79.976,0.04174,False,8
mandelbrot_seq,full,1024,141.08,0.995,1,0,59,935.432,114.807,938.015,884.959,210.245,0.14182,False,8
mandelbrot_seq,full,2048,555.24,0.999,1,0,59,709.760,851.414,787.474,674.693,703.327,0.55598,False,8
mandelbrot_seq,full,4096,203.38,0.999,7,1,59,232.092,565.127,320.693,908.651,609.777,2.20453,False,8
mandelbrot_seq,full,8192,792.39,1.000,32,4,59,342.195,444.515,281.056,820.596,015.743,8.79540,False,8
mandelbrot_seq,seahorse,16,0.81,0.623,0,0,60,904.298,686.157,247.336,321.734,28.102,0.0012966,False,8
mandelbrot_seq,seahorse,32,2.60,0.797,0,0,60,964.833,618.998,630.329,575.913,29.485,0.003269,False,8
mandelbrot_seq,seahorse,64,7.58,0.929,0,0,60,066.625,725.948,121.362,587.214,34.237,0.008163,False,8
mandelbrot_seq,seahorse,128,19.88,0.974,0,0,60,079.080,039.904,898.213,605.833,50.197,0.02040,False,8
